Movie Name,Director,Year,Jump Count,Jump Scare Rating,Netflix (US),URL,IMDB,Summary,Rating,SRT Link
The Mothman Prophecies,Mark Pellington,2002,4,1.0,No,https://wheresthejump.com/jump-scares-in-the-mothman-prophecies-2002/,tt0265349,"Jump Scares: 4 (1 major, 3 minor)",A very unsettling movie but one with very few jump scares.,https://wheresthejump.com/subtitles/The-Mothman-Prophecies-2002.srt
The Mummy,Stephen Sommers,1999,15,3.0,Yes,https://wheresthejump.com/jump-scares-in-the-mummy-1999/,tt0120616,"Jump Scares: 15 (1 major, 14 minor)","The movie has an Adventure-esque feel with quite a lot of Jump scares, but it is mostly accompanied by a loud roar or sound.",https://wheresthejump.com/subtitles/The-Mummy-1999.srt
The Mummy,Alex Kurtzman,2017,16,3.5,No,https://wheresthejump.com/jump-scares-in-the-mummy-2017/,tt2345759,"Jump Scares: 16 (1 major, 15 minor)","The middle section (beginning shortly after the plane crash) is quite heavy on jump scares and although few are genuinely scary, the sudden increase in volume that accompanies them will definitely startle some.",https://wheresthejump.com/subtitles/The-Mummy-2017.srt
The Neighbor,Marcus Dunstan,2016,3,1.0,No,https://wheresthejump.com/jump-scares-in-the-neighbor-2016/,tt3330764,Jump Scares: 3 (3 minor),"The Neighbor is more of a violent thriller than horror movie, there is only one real jump scare (at 58:49) and a couple of other scenes that, while not true jump scares, might nevertheless startle viewers.",https://wheresthejump.com/subtitles/The-Neighbor-2016.srt
The Neon Demon,Nicolas Winding Refn,2016,2,0.5,No,https://wheresthejump.com/jump-scares-in-the-neon-demon-2016/,tt1974419,Jump Scares: 2 (2 minor),The two jump scares listed are incredibly minor and shouldn’t pose viewers any problems. The Neon Demon does however contain some disturbing imagery and themes particularly in the second half.,https://wheresthejump.com/subtitles/The-Neon-Demon-2016.srt
The New Daughter,Luiso Berdejo,2009,11,2.5,No,https://wheresthejump.com/jump-scares-in-the-new-daughter-2009/,tt0951335,Jump Scares: 11 (11 minor),There is reasonable number of jump scares that begin after the 30 minute mark however none of them are very well executed.,https://wheresthejump.com/subtitles/The-New-Daughter-2009.srt
The New Mutants,Josh Boone,2020,6,1.5,No,https://wheresthejump.com/jump-scares-in-the-new-mutants-2020/,tt4682266,Jump Scares: 6 (6 minor),"More of an action than a horror movie, The New Mutants contains very little to make the audience jump, with nearly no suspenseful or scary scenes. However, some very jumpy viewers may get startled a few times.",https://wheresthejump.com/subtitles/The-New-Mutants-2020.srt
The Night House,David Bruckner,2021,7,2.0,No,https://wheresthejump.com/jump-scares-in-the-night-house-2021/,tt9731534,"Jump Scares: 7 (1 major, 6 minor)",Although there is one major jump scare they are not a common thread in this movie. This slow burner relies more on mood and atmosphere.,The Night House.srt
The Nightmare Gallery,Gene Blalock,2019,2,0.5,No,https://wheresthejump.com/jump-scares-in-the-nightmare-gallery-2019/,tt6967644,Jump Scares: 2 (2 minor),Two minor jump scares early in the movie that are pretty much completely ineffective.,https://wheresthejump.com/subtitles/The-Nightmare-Gallery-2019.srt
The Ninth Gate,Roman Polanski,1999,0,0.0,No,https://wheresthejump.com/jump-scares-in-the-ninth-gate-1999/,tt0142688,Jump Scares: 0,A slow-burn mystery film with some horror elements. The Ninth Gate contains no jump scares.,
The Number 23,Joel Schumacher,2007,3,0.5,No,https://wheresthejump.com/jump-scares-in-the-number-23-2007/,tt0481369,Jump Scares: 3 (3 minor),There are just three small jump scares in The Number 23 with the first at 28:37 being the only one likely to truly startle viewers.,https://wheresthejump.com/subtitles/The-Number-23-2007.srt
The Nun,Corin Hardy,2018,21,4.5,No,https://wheresthejump.com/jump-scares-in-the-nun-2018/,tt5814060,"Jump Scares: 21 (8 major, 13 minor)","Like other entries in The Conjuring franchise, The Nun is heavy on the jump scares particularly in the second half although most of the significant scares are revealed in the trailers.",https://wheresthejump.com/subtitles/The-Nun-2018.srt
The Offering,Oliver Park,2022,17,3.0,No,https://wheresthejump.com/jump-scares-in-the-offering-2022/,tt13103732,Jump Scares: 17 (17 minor),"While there are many jump scares, none of them are particularly effective.",The Offering.srt
The Omen,John Moore,2006,8,2.0,No,https://wheresthejump.com/jump-scares-in-the-omen-2006/,tt0466909,"Jump Scares: 8 (1 major, 7 minor)","The Omen relies much more on the mood and atmosphere of the movie rather than jump scares. But make no mistake, there are a few minor ones throughout and one major one that may temporarily lift you out of your seat!",https://wheresthejump.com/subtitles/The-Omen-2006.srt
The Omen,Richard Donner,1976,1,0.5,No,https://wheresthejump.com/jump-scares-in-the-omen-1976/,tt0075005,Jump Scares: 1 (1 major),"Although there are several iconic horror scenes, there is only one real jump scare and it occurs towards the end of the movie.",https://wheresthejump.com/subtitles/The-Omen-1976.srt
The Ones Below,David Farr,2015,0,0.0,Yes,https://wheresthejump.com/jump-scares-in-the-ones-below-2015/,tt4126438,Jump Scares: 0,A Hitchcockian suspense-thriller that doesn’t resort to jump scares.,
The Open House,"Matt Angel, Suzanne Coote",2018,14,3.0,Yes,https://wheresthejump.com/jump-scares-in-the-open-house-2018/,tt7608028,"Jump Scares: 14 (1 major, 13 minor)",Most of the jump scares in The Open House involve characters unexpectedly bumping into other characters or loud bangs and thumps occurring in quiet scenes.,https://wheresthejump.com/subtitles/The-Open-House-2018.srt
The Orphanage,J.A. Bayona,2007,7,1.5,No,https://wheresthejump.com/jump-scares-in-the-orphanage-2007/,tt0464141,"Jump Scares: 7 (2 major, 5 minor)",Relies on atmosphere rather than jump scares however the bus scene that occurs 45 minutes in does contain a significant and somewhat unexpected jump scare.,https://wheresthejump.com/subtitles/The-Orphanage-2007.srt
The Other Side of the Door,Johannes Roberts,2016,16,3.5,No,https://wheresthejump.com/jump-scares-in-the-other-side-of-the-door-2016/,tt3702652,"Jump Scares: 16 (1 major, 15 minor)","Although heavy on jump scares, The Other Side of the Door fails to create any real terror and seasoned horror viewers will find most of the scares quite predictable.",https://wheresthejump.com/subtitles/The-Other-Side-of-the-Door-2016.srt
The Others,Alejandro Amenábar,2001,4,2.0,No,https://wheresthejump.com/jump-scares-in-the-others-2001/,tt0230600,"Jump Scares: 4 (1 major, 3 minor)",A very effective horror movie that is light on jump scares.,https://wheresthejump.com/subtitles/The-Others-2001.srt
The Pact,Nicholas McCarthy,2012,12,3.0,No,https://wheresthejump.com/jump-scares-in-the-pact-2012/,tt2040560,"Jump Scares: 12 (1 major, 11 minor)",The jumps in The Pact are not particularly scary by themselves however the film does an excellent job at building a tense atmosphere and some will find the scenes of Annie walking around a dark house alone quite hard to watch.,https://wheresthejump.com/subtitles/The-Pact-2012.srt
The People Under the Stairs,Wes Craven,1991,13,3.0,No,https://wheresthejump.com/jump-scares-in-the-people-under-the-stairs-1991/,tt0105121,"Jump Scares: 13 (1 major, 12 minor)",There are several jump scares although the film is too campy to really frighten audiences. One scene that begins at the 72 minute mark does manage to build some suspense and it ends with a well executed jump scare.,https://wheresthejump.com/subtitles/The-People-Under-the-Stairs-1991.srt
The Perfection,Richard Shepard,2019,1,0.5,Yes,https://wheresthejump.com/jump-scares-in-the-perfection-2019/,tt7772580,Jump Scares: 1 (1 minor),The Perfection has virtually no jump scares although there are some very gory and disturbing scenes.,https://wheresthejump.com/subtitles/The-Perfection-2019.srt
The Perfume of the Lady in Black,Francesco Barilli,1974,4,1.0,No,https://wheresthejump.com/jump-scares-in-the-perfume-of-the-lady-in-black-1974/,tt0070565,"Jump Scares: 4 (2 major, 2 minor)","Although few in number, the jump scares are worth watching out for.",https://wheresthejump.com/subtitles/The-Perfume-of-the-Lady-in-Black-1974.srt
The Phoenix Incident,Keith Arem,2015,10,3.0,No,https://wheresthejump.com/jump-scares-in-the-phoenix-incident-2015/,tt4341532,Jump Scares: 10 (10 minor),"Consistently effective, but not quite major jump scares throughout.",https://wheresthejump.com/subtitles/The-Phoenix-Incident-2015.srt
The Pool,Ping Lumpraploeng,2018,2,1.0,No,https://wheresthejump.com/jump-scares-in-the-pool-2018/,tt9128686,Jump Scares: 2 (2 minor),A few minor jumps in regards to the alligator after some tense scenes.,The Pool.srt
The Possession,Ole Bornedal,2012,10,3.0,No,https://wheresthejump.com/jump-scares-in-the-possession-2012/,tt0431021,"Jump Scares: 10 (2 major, 8 minor)",Not overly jumpy although there are a couple of decent scares in the middle to later parts of the movie.,https://wheresthejump.com/subtitles/The-Possession-2012.srt
The Possession of Michael King,David Jung,2014,20,4.0,No,https://wheresthejump.com/jump-scares-in-the-possession-of-michael-king-2014/,tt2282016,"Jump Scares: 20 (3 major, 17 minor)",The Possession of Michael King is filled with jump scares that are often accompanied by bursts of high pitched static and other sound effects that are much louder than the rest of the film. Listening at a loud volume or through headphones is not advised.,https://wheresthejump.com/subtitles/The-Possession-of-Michael-King-2014.srt
The Poughkeepsie Tapes,John Erick Dowdle,2007,4,1.0,No,https://wheresthejump.com/jump-scares-in-the-poughkeepsie-tapes-2007/,tt1010271,"Jump Scares: 4 (1 major, 3 minor)","Despite a low amount of jump scares, contains many sudden cuts that occur on a near minutely basis which might require sensitive viewers to keep volume relatively low, and is deeply unsettling. Not recommended for the faint of heart.",https://wheresthejump.com/subtitles/The-Poughkeepsie-Tapes-2007.srt
The Predator,Shane Black,2018,6,1.5,No,https://wheresthejump.com/jump-scares-in-the-predator-2018/,tt3829266,Jump Scares: 6 (6 minor),A handful of very minor jump scares only. The Predator is more in the vein of an action comedy than a horror movie and there is a definite lack of real tension or scary scenes.,https://wheresthejump.com/subtitles/The-Predator-2018.srt
The Prowler,Joseph Zito,1981,23,4.5,No,https://wheresthejump.com/jump-scares-in-the-prowler-1981/,tt0082951,"Jump Scares: 23 (5 major, 18 minor)","Many jump scares througout the movie, probably the most significant one at the 75 minute mark. Feint hearted people should avoid this movie",https://wheresthejump.com/subtitles/The-Prowler-1981.srt
The Purge,James DeMonaco,2013,12,3.0,No,https://wheresthejump.com/jump-scares-in-the-purge-2013/,tt2184339,"Jump Scares: 12 (1 major, 11 minor)",Several jump scares throughout however The Purge lacks the required build up tension and atmosphere to make any of them memorable.,https://wheresthejump.com/subtitles/The-Purge-2013.srt
The Purge: Anarchy,James DeMonaco,2014,13,3.0,No,https://wheresthejump.com/jump-scares-in-the-purge-anarchy-2014/,tt2975578,"Jump Scares: 13 (1 major, 12 minor)",The Purge: Anarchy is more of an action/thriller than outright horror movie. There are many “cheap” jump scares that are more startling than truly scary.,https://wheresthejump.com/subtitles/The-Purge-Anarchy-2014.srt
The Purge: Election Year,James DeMonaco,2016,9,2.5,No,https://wheresthejump.com/jump-scares-in-the-purge-election-year-2016/,tt4094724,Jump Scares: 9 (9 minor),"Much like the second movie in the franchise, The Purge: Election Year plays out more like an action/thriller than horror movie. The jump scares are less pronounced than in either of the previous movies and occur mainly in the middle third of the film.",https://wheresthejump.com/subtitles/The-Purge-Election-Year-2016.srt
The Pyramid,Grégory Levasseur,2014,14,4.0,Yes,https://wheresthejump.com/jump-scares-in-the-pyramid-2014/,tt2799166,"Jump Scares: 14 (3 major, 11 minor)","Gradually increases in its jumpiness as it goes on. Nothing too significant to watch out for in the first hour, but has a bunch of jump scares in succession afterwards where caution is advised.",https://wheresthejump.com/subtitles/The-Pyramid-2014.srt
The Quiet Ones,John Pogue,2014,23,4.0,No,https://wheresthejump.com/jump-scares-in-the-quiet-ones-2014/,tt2235779,"Jump Scares: 23 (1 major, 22 minor)","The scares in The Quiet Ones generally revolve around loud bangs and sudden movements during quiet scenes and while some effort is made to build up to these moments, none of the scares are particularly memorable.",https://wheresthejump.com/subtitles/The-Quiet-Ones-2014.srt
The Reflecting Skin,Philip Ridley,1990,0,0.0,No,https://wheresthejump.com/jump-scares-in-the-reflecting-skin-1990/,tt0100469,Jump Scares: 0,"Not quite horror in the sense that it is scary, but more so in that it’s incredibly bleak, strange and artsy. No jump scares.",
The Rental,Dave Franco,2020,6,3.0,No,https://wheresthejump.com/jump-scares-in-the-rental-2020/,tt10003008,Jump Scares: 6 (6 minor),"Several jump scares, though none are overly effective.",The Rental.srt
The Return of the Living Dead,Dan O’Bannon,1985,1,0.5,No,https://wheresthejump.com/jump-scares-in-the-return-of-the-living-dead-1985/,tt0089907,Jump Scares: 1 (1 minor),"Only one real jump, quite a few others that could be very questionable but hardly scary.",https://wheresthejump.com/subtitles/The-Return-of-the-Living-Dead-1985.srt
The Ring,Gore Verbinski,2002,9,2.5,No,https://wheresthejump.com/jump-scares-in-the-ring-2002/,tt0298130,"Jump Scares: 9 (1 major, 8 minor)",Several creepy scenes however there is only one jump scare of note which occurs 15 minutes into the movie.,https://wheresthejump.com/subtitles/The-Ring-2002.srt
The Ring Two,Hideo Nakata,2005,11,3.0,No,https://wheresthejump.com/jump-scares-in-the-ring-two-2005/,tt0377109,"Jump Scares: 11 (2 major, 9 minor)",Contains slightly more jump scares than The Ring with most occurring in the first hour of the movie.,https://wheresthejump.com/subtitles/The-Ring-Two-2005.srt
The Ring Virus,Kim Dong-bin,1999,3,0.5,No,https://wheresthejump.com/jump-scares-in-the-ring-virus-1999/,tt0289424,Jump Scares: 3 (3 minor),Generally known for being a less scary remake of Ringu. Only contains three extremely minor jump scares that should not be a problem for any viewers.,https://wheresthejump.com/subtitles/The-Ring-Virus-1999.srt
The Rite,Mikael Håfström,2011,7,2.0,Yes,https://wheresthejump.com/jump-scares-in-the-rite-2011/,tt1161864,Jump Scares: 7 (7 minor),The Rite contains a few minor jump scares mainly in the second half.,https://wheresthejump.com/subtitles/The-Rite-2011.srt
The Ritual,David Bruckner,2017,15,3.0,Yes,https://wheresthejump.com/jump-scares-in-the-ritual-2017/,tt5638642,Jump Scares: 15 (15 minor),The Ritual definitely has frequent jump scares starting from about the 20 minute mark. Very few scares will catch viewers off guard and on most occasions the sound effects are more startling than anything happening on screen.,https://wheresthejump.com/subtitles/The-Ritual-2017.srt
The Room,Christian Volckman,2019,5,1.0,No,https://wheresthejump.com/jump-scares-in-the-room-2019/,tt8485364,Jump Scares: 5 (5 minor),"Some minor jump scares at the start and towards the end, but even during a theatrical viewing with very loud sound they were not particularly startling.",https://wheresthejump.com/subtitles/The-Room-2019.srt
The Ruins,Carter Smith,2008,4,1.5,No,https://wheresthejump.com/jump-scares-in-the-ruins-2008/,tt0963794,Jump Scares: 4 (4 minor),"No major jump scares, more of a slow burn with sudden shocking twists.",The Ruins.srt
The Sacrament,Ti West,2013,2,0.5,No,https://wheresthejump.com/jump-scares-in-the-sacrament-2013/,tt2383068,Jump Scares: 2 (2 minor),Found footage style horror movie with only a couple of very minor jump scares however there are some disturbing scenes in the final 15 minutes.,https://wheresthejump.com/subtitles/The-Sacrament-2013.srt
The Sand,Isaac Gabaeff,2015,0,0.0,No,https://wheresthejump.com/jump-scares-in-the-sand-2015/,tt3399484,Jump Scares: 0,no jump scares,
The Shallows,Jaume Collet-Serra,2016,9,2.5,No,https://wheresthejump.com/jump-scares-in-the-shallows-2016/,tt4052882,"Jump Scares: 9 (1 major, 8 minor)",Some tension generated through dark music and ominous underwater shots in the early parts of the film. The actual jump scares however are few and far between and all but the most nervous viewers will be able to watch The Shallows without much difficulty.,https://wheresthejump.com/subtitles/The-Shallows-2016.srt
The Shape of Water,Guillermo del Toro,2017,2,0.5,No,https://wheresthejump.com/jump-scares-in-the-shape-of-water-2017/,tt5580390,Jump Scares: 2 (2 minor),The Shape of Water has just two small jump scares in the opening half hour of the movie.,https://wheresthejump.com/subtitles/The-Shape-of-Water-2017.srt
The Shed,Frank Sabatella,2019,16,4.5,No,https://wheresthejump.com/jump-scares-in-the-shed-2019/,tt8236366,"Jump Scares: 16 (1 major, 15 minor)","High amounts of jump scares throughout, though none are particularly scary.",https://wheresthejump.com/subtitles/The-Shed-2019.srt
The Shining,Stanley Kubrick,1980,3,0.5,Yes,https://wheresthejump.com/jump-scares-in-the-shining-1980/,tt0081505,Jump Scares: 3 (3 minor),Virtually no jump scares.,https://wheresthejump.com/subtitles/The-Shining-1980.srt
The Silence of the Lambs,Jonathan Demme,1991,0,0.0,No,https://wheresthejump.com/jump-scares-in-the-silence-of-the-lambs-1991/,tt0102926,Jump Scares: 0,No jump scares but terrifying nevertheless.,
The Sixth Sense,M. Night Shyamalan,1999,8,1.5,Yes,https://wheresthejump.com/jump-scares-in-the-sixth-sense-1999/,tt0167404,"Jump Scares: 8 (2 major, 6 minor)",More of a supernatural drama than an outright horror movie. There are a couple of startling scenes at the 76 and 81 minute mark.,https://wheresthejump.com/subtitles/The-Sixth-Sense-1999.srt
The Skeleton Key,Iain Softley,2005,11,3.0,No,https://wheresthejump.com/jump-scares-in-the-skeleton-key-2005/,tt0397101,"Jump Scares: 11 (3 major, 8 minor)","A few significant scares in the first half of the movie, generally involving “false-alarms” where a harmless character appears suddenly.",https://wheresthejump.com/subtitles/The-Skeleton-Key-2005.srt
The Snowman,Tomas Alfredson,2017,9,2.0,No,https://wheresthejump.com/jump-scares-in-the-snowman-2017/,tt1758810,Jump Scares: 9 (9 minor),There are a few minor jump scares mainly in the second half however the snowman element simply isn’t scary and the incoherent plot and sloppy editing get in the way of creating any genuinely suspenseful moments.,https://wheresthejump.com/subtitles/The-Snowman-2017.srt
The Special,B. Harrison Smith,2020,1,0.0,No,https://wheresthejump.com/jump-scares-in-the-special-2020/,tt9118804,Jump Scares: 1 (1 minor),One very minor jump scare,https://wheresthejump.com/subtitles/The-Special-2020.srt
The Stalker,John Giorgio,2020,0,0.0,No,https://wheresthejump.com/jump-scares-in-the-stalker-2020/,tt9363342,Jump Scares: 0,"The movie fails at being scary in any sort of way, and there’s no jump scares to worry about.",
The Stranger,Thomas M. Wright,2022,6,2.0,Yes,https://wheresthejump.com/jump-scares-in-the-stranger-2022/,tt11897478,"Jump Scares: 6 (1 major, 5 minor)","Mostly loud noises and screams. While they don’t ruin the film’s tension, they certainly come out of nowhere.",https://wheresthejump.com/subtitles/The-Stranger-2022.srt
The Strangers,Bryan Bertino,2008,16,4.5,No,https://wheresthejump.com/jump-scares-in-the-strangers-2008/,tt0482606,"Jump Scares: 16 (4 major, 12 minor)",From the 20 minute mark onwards this movie is full of jump scares. Many of these are in the form of loud banging noises however there are also many significant jump scares. Easily frightened people should probably avoid.,https://wheresthejump.com/subtitles/The-Strangers-2008.srt
The Strangers: Prey at Night,Johannes Roberts,2018,14,3.5,No,https://wheresthejump.com/jump-scares-in-the-strangers-prey-at-night-2018/,tt1285009,"Jump Scares: 14 (2 major, 12 minor)","Perhaps somewhat surprisingly, The Strangers: Prey at Night, only has two really major scares and one of these will be familiar to those who have seen the trailer. Almost all the jump scares occur during a half hour section in the middle of the film.",https://wheresthejump.com/subtitles/The-Strangers-Prey-at-Night-2018.srt
The Suicide Squad,James Gunn,2021,3,1.0,No,https://wheresthejump.com/jump-scares-in-the-suicide-squad-2021/,tt6334354,"Jump Scares: 3 (1 major, 2 minor)","A couple of deaths happen out of the blue, and one of them can count as a “major” jump scare due to how loud and effective it is during an otherwise calm scene. Still, The Suicide Squad is an action movie that isn’t trying hard to be a “thriller”, and apart from those couple of moments, it should be a very comfortable watch even for the most jumpy viewers. In line with the official promotional materials which focus on the claim that “Anyone can die”, the descriptions below don’t mention any characters by name.",https://wheresthejump.com/subtitles/The-Suicide-Squad-2021.srt
The Swerve,Dean Kapsalis,2019,0,0.0,No,https://wheresthejump.com/jump-scares-in-the-swerve-2019/,tt7090638,Jump Scares: 0,"Thriller from FrightFest that can get very tense and morbid, but is not really a horror film. No jump scares.",
The Taking of Deborah Logan,Adam Robitel,2014,19,3.5,No,https://wheresthejump.com/jump-scares-in-the-taking-of-deborah-logan-2014/,tt3387648,"Jump Scares: 19 (2 major, 17 minor)","A large number of “half jumps” consisting of sudden loud noises occur throughout the film. Some more significant scares occur at 27:05, 32:36, 1:14:49, and in the cave scenes towards the end.",https://wheresthejump.com/subtitles/The-Taking-of-Deborah-Logan-2014.srt
The Texas Chain Saw Massacre,Tobe Hooper,1974,2,1.0,No,https://wheresthejump.com/jump-scares-in-the-texas-chain-saw-massacre-1974/,tt0072271,Jump Scares: 2 (2 minor),This film induces horror mainly through tension. There are only a few jumps which aren’t very frightful in comparison to this intensity that the film captures.,https://wheresthejump.com/subtitles/The-Texas-Chain-Saw-Massacre-1974.srt
The Texas Chainsaw Massacre,Marcus Nispel,2003,16,3.0,No,https://wheresthejump.com/jump-scares-in-the-texas-chainsaw-massacre-2003/,tt0324216,"Jump Scares: 16 (1 major, 15 minor)",Quite a few predictable jumpscares are positioned throughout the film although only one at the 1 hour 20 min mark stands out.,https://wheresthejump.com/subtitles/The-Texas-Chainsaw-Massacre-2003.srt
The Texas Chainsaw Massacre 2,Tobe Hooper,1986,6,4.0,No,https://wheresthejump.com/jump-scares-in-the-texas-chainsaw-massacre-2-1986/,tt0092076,"Jump Scares: 6 (3 major, 3 minor)","Not very many jump scares, but a few extremely effective ones.",The Texas Chainsaw Massacre 2.srt
The Texas Chainsaw Massacre: The Beginning,Jonathan Liebesman,2006,17,3.5,Yes,https://wheresthejump.com/jump-scares-in-the-texas-chainsaw-massacre-the-beginning-2006/,tt0420294,Jump Scares: 17 (17 minor),Jump scares are mixed with scenes of torture and gore. None of the jump scares are particularly effective on their own however they are accompanied by a loud sound effect that may make them quite startling for some viewers.,https://wheresthejump.com/subtitles/The-Texas-Chainsaw-Massacre-The-Beginning-2006.srt
The Thing,Matthijs van Heijningen Jr.,2011,7,2.5,No,https://wheresthejump.com/jump-scares-in-the-thing-2011/,tt0905372,"Jump Scares: 7 (1 major, 6 minor)","Some jump scares, mainly in the last 30 minutes, however the remake of The Thing is much less “jumpy” than most modern horror movies.",https://wheresthejump.com/subtitles/The-Thing-2011.srt
The Thing,John Carpenter,1982,7,2.0,No,https://wheresthejump.com/jump-scares-in-the-thing-1982/,tt0084787,"Jump Scares: 7 (1 major, 6 minor)","Tense and claustrophobic, The Thing contains a handful of solid jump scares.",https://wheresthejump.com/subtitles/The-Thing-1982.srt
The Town That Dreaded Sundown,Alfonso Gomez-Rejon,2014,8,3.0,No,https://wheresthejump.com/jump-scares-in-the-town-that-dreaded-sundown-2014/,tt2561546,"Jump Scares: 8 (2 major, 6 minor)","The Town That Dreaded Sundown is not overly reliant on jump scares although one at 20:39, and another at 1:07:52 are well executed.",https://wheresthejump.com/subtitles/The-Town-That-Dreaded-Sundown-2014.srt
The Transfiguration,Michael O’Shea,2016,2,1.0,No,https://wheresthejump.com/jump-scares-in-the-transfiguration-2016/,tt5039088,Jump Scares: 2 (2 minor),A couple of minor jump scares in the second half of the movie (the low rumbling sound effect is arguably more startling than anything we see on screen).,https://wheresthejump.com/subtitles/The-Transfiguration-2016.srt
The Tunnel,Carlo Ledesma,2011,6,2.5,No,https://wheresthejump.com/jump-scares-in-the-tunnel-2011/,tt1735485,Jump Scares: 6 (6 minor),"Low budget Australian horror that mixes a documentary style retelling with found footage. There are a handful of jump scares in the second half of the movie with the ones at 56:51, 1:09:21, and 1:13:57 being the most significant.",https://wheresthejump.com/subtitles/The-Tunnel-2011.srt
The Turning,Floria Sigismondi,2020,13,3.5,No,https://wheresthejump.com/jump-scares-in-the-turning-2020/,tt7510346,"Jump Scares: 13 (1 major, 12 minor)","An exceptionally bad horror movie with lame jump scares that don’t even build up a spark of tension. The majority of the scares come within a few minutes, whereas one of them is set really nasty and will get every viewer off guard.",https://wheresthejump.com/subtitles/The-Turning-2020.srt
The Unborn,David S. Goyer,2009,14,3.5,Yes,https://wheresthejump.com/jump-scares-in-the-unborn-2009/,tt1139668,"Jump Scares: 14 (2 major, 12 minor)",The Unborn is fairly heavy on jump scares although most are telegraphed. There is some attempts to create suspense prior to several of the jump scares. The bathroom scene about quarter of an hour into the movie is a good example of this with about 90 seconds of build up culminating in a well executed scare.,https://wheresthejump.com/subtitles/The-Unborn-2009.srt
The Unholy,Evan Spiliotopoulos,2021,15,2.5,No,https://wheresthejump.com/jump-scares-in-the-unholy-2021/,tt9419056,"Jump Scares: 15 (2 major, 13 minor)",Plenty of minor jump scares. The 2 major ones were unexpected for me. Most people won’t find the jump scares too scary.,The Unholy.srt
The Uninvited,Charles & Thomas Guard,2009,11,3.0,Yes,https://wheresthejump.com/jump-scares-in-the-uninvited-2009/,tt0815245,"Jump Scares: 11 (2 major, 9 minor)",Three or four scary scenes that contain most of the “jumpy” moments. The scenes that occur at 18 and 52 minutes marks contain the most significant scares.,https://wheresthejump.com/subtitles/The-Uninvited-2009.srt
The Vast of Night,Andrew Patterson,2020,0,0.0,No,https://wheresthejump.com/jump-scares-in-the-vast-of-night-2020/,tt6803046,Jump Scares: 0,"A dialogue heavy movie with zero jump scares, as well as little to no tense or scary moments.",
The Veil,Phil Joanou,2016,12,3.0,Yes,https://wheresthejump.com/jump-scares-in-the-veil-2016/,tt3533916,"Jump Scares: 12 (2 major, 10 minor)","Although The Veil contains mostly predictable scares, there are two very sudden and startling jump scares in the first half of the movie.",https://wheresthejump.com/subtitles/The-Veil-2016.srt
The Vigil,Keith Thomas,2019,7,3.0,Yes,https://wheresthejump.com/jump-scares-in-the-vigil-2019/,tt10793644,Jump Scares: 7 (7 minor),"Jump scares mostly occur during the second half of the movie, however none are particularly startling.",https://wheresthejump.com/subtitles/The-Vigil-2019.srt
The Village,M. Night Shyamalan,2004,4,1.0,No,https://wheresthejump.com/jump-scares-in-the-village-2004/,tt0368447,Jump Scares: 4 (4 minor),Heavy on mystery and atmosphere but very few jump scares.,https://wheresthejump.com/subtitles/The-Village-2004.srt
The Visit,M. Night Shyamalan,2015,8,2.5,No,https://wheresthejump.com/jump-scares-in-the-visit-2015/,tt3567288,"Jump Scares: 8 (2 major, 6 minor)",The Visit is quite low on jump scares however the final 30 minutes does contain a few shocks along with some creepy and disturbing scenes.,https://wheresthejump.com/subtitles/The-Visit-2015.srt
The Visitor,Giulio Paradisi,1979,7,1.5,No,https://wheresthejump.com/jump-scares-in-the-visitor-1979/,tt0080100,Jump Scares: 7 (7 minor),"Only a few minor jump scares, with the horror usually reserved for only a few key moments throughout.",https://wheresthejump.com/subtitles/The-Visitor-1979.srt
The Visitors,Joakim Ersgård,1988,12,2.0,No,https://wheresthejump.com/jump-scares-in-the-visitors-1988/,tt0094730,"Jump Scares: 12 (1 major, 11 minor)",Most jump scares in this movie are pretty tame and predictable.,https://wheresthejump.com/subtitles/The-Visitors-1988.srt
The Voices,Marjane Satrapi,2014,3,0.5,No,https://wheresthejump.com/jump-scares-in-the-voices-2014/,tt1567437,Jump Scares: 3 (3 minor),A couple of scenes may startle sensitive viewers however there are no significant jump scares in The Voices.,https://wheresthejump.com/subtitles/The-Voices-2014.srt
The Void,"Jeremy Gillespie, Steven Kostanski",2016,8,2.0,Yes,https://wheresthejump.com/jump-scares-in-the-void-2016/,tt4255304,Jump Scares: 8 (8 minor),"The Void is a throwback to the style of 80s body horror films and while definitely creepy, it does not contain any significant jump scares.",https://wheresthejump.com/subtitles/The-Void-2016.srt
The Wailing,Na Hong-jin,2016,4,1.0,Yes,https://wheresthejump.com/jump-scares-in-the-wailing-2016/,tt5215952,Jump Scares: 4 (4 minor),"The Wailing is a South Korean horror/mystery film that doesn’t resort to cheap jump scares, rather a slow building unease as the events unfold.",https://wheresthejump.com/subtitles/The-Wailing-2016.srt
The Ward,John Carpenter,2010,15,4.0,No,https://wheresthejump.com/jump-scares-in-the-ward-2010/,tt1369706,"Jump Scares: 15 (3 major, 12 minor)","A large number of jump scares particularly in the second half of the movie, generally the result of the sudden appearance of a disfigured ghost woman. While some of these are startling initially, the predictable nature of the scares soon lessens their impact.",https://wheresthejump.com/subtitles/The-Ward-2010.srt
The Watcher in the Woods,John Hough,1980,12,1.5,No,https://wheresthejump.com/jump-scares-in-the-watcher-in-the-woods-1980/,tt0081738,Jump Scares: 12 (12 minor),"Only minor jump scares in this kid-friendly horror movie, but they did a good job by keeping a creepy vibe throughout.",https://wheresthejump.com/subtitles/The-Watcher-in-the-Woods-1980.srt
